,개인,외국인,기관,금융투자,보험,투신,은행
2025-03-18 05:17:30.395257,218237274667.47665,-427421344342.6931,274620635310.62222,26840458384.920593,42716295297.59202,-26163219179.891495,-6399819540.06171
2025-03-19 05:17:30.395257,69206442533.63947,-173390242522.5903,98625332897.90533,-13917804255.448708,67929424993.99893,-33786901990.84678,27728837867.476173
2025-03-20 05:17:30.395257,96605240579.94962,90319683182.14404,-158928061130.11163,-98669533965.44669,27687912220.209705,36181486227.70453,18395898290.291725
2025-03-21 05:17:30.395257,-940605710571.5707,674076575907.7262,153980229934.0068,271843924312.18283,-30584344770.048264,-9747679458.468765,5337640956.878765
2025-03-24 05:17:30.395257,-151308912926.4978,366760846083.7683,29123264804.412117,-34287171020.96987,35694656453.37532,-47977059413.435165,-40980934739.95129
2025-03-25 05:17:30.395257,-137165715513.1975,-140505663449.1465,290593497159.86676,196734893459.8099,93177336547.51828,70421662200.34433,2373235116.1046886
2025-03-26 05:17:30.395257,290067342992.664,-68511935368.96893,-210615928163.20572,-128011846505.19864,-57001360800.64074,27692818508.668983,15409094523.061901
2025-03-27 05:17:30.395257,729611253055.92,-558735946686.7205,-98298643979.33046,59860140957.21014,49125611869.71489,21202868936.353767,-5372293444.944165
2025-03-28 05:17:30.395257,230928634427.52124,-65195265314.20263,-117632445939.6473,182113775023.5738,-31029268539.555794,32157517399.343723,-25867666942.88058
2025-03-31 05:17:30.395257,660178336595.8171,-198735449728.2684,-439054484439.6356,-316519567955.8134,-81532074214.35,-103697927094.41838,-32048222646.546127
2025-04-01 05:17:30.395257,-276369245614.5579,108485716950.65393,88836083119.37282,4357705619.801476,9113625409.681086,-57765120869.18627,21254204686.0597
2025-04-02 05:17:30.395257,433786722004.37665,-464956467944.7439,78316581653.9668,151406036699.2873,16442268709.866737,86814169845.86935,14850500446.725925
2025-04-03 05:17:30.395257,-23196415347.04712,209864828001.8122,1534036992.738267,69109571158.27411,-54506946946.21244,-15903886393.196047,-4701940133.756973
2025-04-04 05:17:30.395257,-513175449804.28156,718093594432.3234,-70376140012.54408,142445048566.0769,-86077772132.22354,-23098071824.63398,-10855295236.920956
2025-04-07 05:17:30.395257,685053254526.6499,-101123369247.58588,-424611222615.12427,-196373915036.47815,-5196991361.776245,2718023700.184265,-29065724111.632652
2025-04-08 05:17:30.395257,-80573103893.63287,155645133080.12207,-126193596829.60771,-111645367176.47058,-67586786781.83794,8882460945.591843,-24757883531.450436
2025-04-09 05:17:30.395257,-297539962003.8433,301393834936.01605,-102814354958.03084,-2623129905.587578,-70132488464.42152,7372235360.375757,27166796041.487297
2025-04-10 05:17:30.395257,470860318569.1708,-242755829812.64993,-240683180766.48566,-33539550401.600616,-155806141833.48288,72147640130.08136,-18480568422.55108
2025-04-11 05:17:30.395257,-17475009356.6128,71433214085.285,-48385713499.80274,53016790019.85476,-41625230084.43565,-39433768543.97756,21923884741.51979
2025-04-14 05:17:30.395257,20988154181.950867,-32784259379.217525,121215257044.36151,123456557337.34668,-41911438261.50261,64574294960.71608,36487083890.66711
2025-04-15 05:17:30.395257,-746392389888.7504,11290156554.109331,565855770363.159,446180931176.81085,195271912079.45026,87729021799.3281,48259006481.11716
2025-04-16 05:17:30.395257,523101905694.74097,-422520217598.23126,52373343849.55169,148353565354.29828,60965523237.042046,21285615520.595596,-6013739061.883383
2025-04-17 05:17:30.395257,-70838235583.50996,-22227671491.218292,77265117216.82932,184574969433.8503,-18954493815.52033,88013188903.15099,11937857667.573654
2025-04-18 05:17:30.395257,-236403286316.7355,216048954051.84366,-22333774729.850166,51470723921.05417,108155035321.2454,22041721605.003666,-1600600864.3108318
2025-04-21 05:17:30.395257,-219733252312.75232,694154179376.4481,-575631364589.7125,-362090626785.51294,-66037998568.36279,-59429900735.975235,-46855605444.08819
2025-04-22 05:17:30.395257,-607281860123.1509,449750355571.33905,-7954162634.765063,9898871062.473246,-17832401702.384136,52432242470.275345,6089477502.693807
2025-04-23 05:17:30.395257,-983990742920.4388,1048238738334.3223,18069062982.307934,131492334440.22044,-121356473147.21707,-15537277029.798075,-22677342674.08065
2025-04-24 05:17:30.395257,-321147132211.07336,-410493704815.6722,738972633745.5859,361690013148.6279,262341655378.6543,68885411694.88757,60702219456.510574
2025-04-25 05:17:30.395257,-482160762578.2687,410872962038.5,-57708289434.336754,2242357226.6880646,-81020281225.04715,-60896703116.202194,-12177760417.6847
2025-04-28 05:17:30.395257,-287888293503.5906,67916213597.1452,90464202700.08374,14944640387.31417,-64177096807.827835,-84748199063.78752,8546403252.460974
2025-04-29 05:17:30.395257,-1095844183404.0537,1072679244386.6139,-10413530911.572994,-3373636253.462047,49045815418.16742,101248326860.28017,5145080885.344193
2025-04-30 05:17:30.395257,942344361664.7885,-424838797849.98956,-350603411285.8596,-82516860510.78592,51866938059.79173,-107750929978.9631,-22708270038.374527
2025-05-01 05:17:30.395257,70212029722.12671,-439018009212.99335,342846844354.50616,224818013414.69403,137783009796.42715,40364345473.88733,28876218247.230804
2025-05-02 05:17:30.395257,-58573361323.03479,-317320843794.80804,225579909806.03223,139991600699.2342,73311437963.82443,19996321476.458797,1780922357.8511238
2025-05-05 05:17:30.395257,816155925656.3834,-1078039816177.892,237309584112.9141,6400136369.7565155,77199633905.84712,50966772507.39215,29291425154.79059
2025-05-06 05:17:30.395257,522980777277.2153,-277436897813.5606,-272816236438.42166,-89064385260.3309,-11892469348.668945,-135574838.7984085,-40560405426.85606
2025-05-07 05:17:30.395257,-297933806874.7663,-392593150700.22064,420838293280.8298,317051394082.6054,122114088145.50421,106149418410.11172,23569506254.969727
2025-05-08 05:17:30.395257,351423191821.3624,63702640364.54058,-420555318837.68427,-36007718972.064514,-70051492569.06807,-92237169754.09955,17750814039.28148
2025-05-09 05:17:30.395257,-360066883225.7738,160916302064.82492,176057128140.0811,74856453388.74857,40421480825.61002,18052483531.691586,-11203770085.107437
2025-05-12 05:17:30.395257,-1517172352095.6484,929656300833.9968,657136687742.9935,416197045412.19,128297681153.62259,112699500685.864,19301934976.65265
2025-05-13 05:17:30.395257,13741139664.85379,468315367368.8872,-297160897539.2065,-153358170152.44836,-97130408951.17511,-57008690940.05833,-4579887883.782026
2025-05-14 05:17:30.395257,576361634341.1384,-293815812505.53107,-169889318880.83157,55811736647.848495,-48011617619.50502,54883880968.87489,-4902830305.24962
2025-05-15 05:17:30.395257,396254474716.9247,-453038753298.7001,29895409526.292366,8407692477.080208,-78668758804.5108,29033059010.856422,8507372461.785802
2025-05-16 05:17:30.395257,-203270629817.84744,243660735178.5402,-151042696234.85977,-62723465163.88194,-35125520586.70945,14087484867.26191,2231607791.2102814
2025-05-19 05:17:30.395257,1383417896680.0513,-660882887035.2253,-465199029319.8398,-218329766620.24994,-142469361221.51382,-36635790964.60533,-10565522094.756592
2025-05-20 05:17:30.395257,-931142715492.4404,916495666452.081,20568892441.808197,31002247780.720726,-51065687372.42691,61759026740.53748,23222441461.21487
2025-05-21 05:17:30.395257,-271934867626.2301,592018910935.3562,-318691114117.8315,-235858029925.7517,-54743515265.89238,-38752589182.48937,-7738182567.321323
2025-05-22 05:17:30.395257,86266170526.27654,-230756408427.83133,142077729190.55447,104655636804.16345,98015660155.34087,-43529938019.20915,2278733367.1568747
2025-05-23 05:17:30.395257,1146839026218.0356,-851203279871.1093,-275827270270.1409,-58133187176.10736,-9249623753.912537,-21389692952.88906,-339889489.4524231
2025-05-26 05:17:30.395257,-1163249101504.5005,683832738806.8442,464980321505.2619,176336662962.0511,14471034119.893524,37179203536.19782,61246654773.167404
2025-05-27 05:17:30.395257,226450590865.21008,-48840803852.362595,-234975987700.87112,-127688625205.83507,-96476604368.6911,-61677232242.618515,-14401474312.695026
2025-05-28 05:17:30.395257,-586937281072.8223,628869841810.4857,-96618454861.70267,-127983154410.93893,27714868427.070263,14825432708.499266,-24321508836.497963
2025-05-29 05:17:30.395257,538389084291.11957,-785719576523.6204,244055165210.90094,265937762019.0248,-313336634.7352905,98522428353.31693,34344371646.284504
2025-05-30 05:17:30.395257,601577509370.325,-286660691553.5148,-369259294930.1866,-373874267436.4894,-85083516485.88855,-54325315402.7249,-20870588025.581295
2025-06-02 05:17:30.395257,-156703795481.2269,17181236832.271645,68237980381.23882,-14949396498.415543,41150201027.47536,25677347687.13401,-40041491901.21878
2025-06-03 05:17:30.395257,-421082054420.8983,39582250905.359535,392142826284.72845,273006883277.28915,30011342513.76393,143932171174.47116,36555574857.24486
2025-06-04 05:17:30.395257,664155463293.1077,-207408214666.82492,-482244970368.3683,-132794579297.58691,-91180218766.37567,-60299086580.82682,-34818812237.49687
2025-06-05 05:17:30.395257,-235572912997.77716,330582054296.35474,55390157559.69126,26659068428.515976,-55623243233.97197,138392679342.97342,958842231.9013479
2025-06-06 05:17:30.395257,170058740405.0551,-513120559518.8834,77964838274.52707,-8741049704.603607,-14475414542.65527,39970208022.75626,10537848525.106644
2025-06-09 05:17:30.395257,-76428656052.52242,-48967520288.42453,234546861533.1931,328843823863.97485,62898469013.76547,-52856108727.81193,15537336672.240984
2025-06-10 05:17:30.395257,411791127385.2074,83902605127.9801,-371085213263.42456,-367452517999.6791,-153866729329.26837,-17995700934.287056,-4365224320.39044
2025-06-11 05:17:30.395257,-93708812666.74564,282506773351.21356,-396136983925.2829,-457562786017.1779,-57203659887.03663,-40362628344.65355,-28516576607.66101
2025-06-12 05:17:30.395257,-573478591509.1965,382627362416.0924,156582469685.06927,137950926816.37482,30334603990.679794,87975008156.89767,18091239447.775116
2025-06-13 05:17:30.395257,407729066927.9437,-533968555497.4787,89095401969.95583,3251818746.7123795,45443578114.84856,47023377858.99129,-736163453.1805525
2025-06-16 05:17:30.395257,521273003321.0017,-737172027896.5468,75147855103.76295,-57034568650.813545,26225277723.985664,4349379066.375752,18533602372.93821
2025-06-17 05:17:30.395257,-851972167078.5077,670256035470.3274,103934462849.09271,133196322439.39096,88993914068.51074,-45624742387.104385,17504072822.715706
2025-06-18 05:17:30.395257,-106157365633.71269,199107197560.67706,-204007416473.54724,-98024378507.00845,-34540258162.31409,-41052275335.33335,-28909144864.569267
2025-06-19 05:17:30.395257,445311444851.6483,-339760509657.58716,69676109148.30107,-14602197584.692184,-7535055226.602434,-32074606338.21985,25203447780.9157
2025-06-20 05:17:30.395257,-805945216106.6178,811591313431.7595,87921741989.60439,-75277394673.32681,23699223549.53507,-15837911191.79548,-6323181802.80074
2025-06-23 05:17:30.395257,246075725040.59033,95385209866.73587,-214305425407.91034,-41337522416.731735,-15696183629.762672,-2716893590.1560707,5445884695.227385
2025-06-24 05:17:30.395257,-1116294198741.1316,628729051802.0282,559732353343.427,400859529801.9223,114389474184.97063,167455078219.08435,35332363935.198166
2025-06-25 05:17:30.395257,-329427320920.23706,74372267524.97786,142149876273.53625,75372339386.18346,30459559814.90137,41056057932.17949,43871167349.57926
2025-06-26 05:17:30.395257,-767580533777.9083,1072519556310.7255,-357391049160.7946,-29770929891.710175,-106577794222.49669,-113402810475.87842,-22338872105.476772
2025-06-27 05:17:30.395257,-1069377208608.4998,921348582141.1425,196966082590.14893,11171172921.474106,6248170640.482376,51775045799.52937,2861968207.1434975
2025-06-30 05:17:30.395257,249463066449.19,-79271346270.18811,-292404501068.1964,-327995217733.3917,-128611163803.62396,15970899172.0531,-15008617171.164473
2025-07-01 05:17:30.395257,-697354308601.8315,532528770496.3348,236125381122.7356,72484421685.51692,134703913383.89409,4929661952.441231,5742673399.451271
2025-07-02 05:17:30.395257,-742575050379.574,370963836861.53925,347578673702.2212,203988602585.78293,7322572970.87999,45435942721.687294,33377771723.952065
2025-07-03 05:17:30.395257,-525401593134.39484,734124207884.9482,-246204695505.51315,-123388872371.03871,-83886198990.898,-36196294589.36712,-44636446944.007416
2025-07-04 05:17:30.395257,213203892168.52243,-431120734121.46985,289012838773.2966,149284097478.34494,21882204476.199448,4107010161.8824844,-6623006444.262253
2025-07-07 05:17:30.395257,-475307240149.95605,395899293217.6105,123834278080.94951,109506106499.99939,69513074463.41196,50989163404.33537,-15164344527.536386
2025-07-08 05:17:30.395257,-866333038273.248,583618373692.9932,246618047998.347,22816886379.96376,34576125685.068016,30945299769.36297,31337054239.388863
2025-07-09 05:17:30.395257,370326131433.79016,-823431045893.5496,569037894796.1842,485799197285.0365,176194682592.92352,106332306414.77902,62664162191.44772
2025-07-10 05:17:30.395257,499668094005.9429,-534157991965.0714,-73616434800.86115,-52384978719.77357,-48397818172.36566,-55417074110.23418,-5769806110.792487
2025-07-11 05:17:30.395257,1248326667464.0989,-960612257462.4258,-226120849307.24686,-23942926425.535355,-31274461750.25927,-55791042412.25755,-14682476929.162556
2025-07-14 05:17:30.395257,400331473439.3413,-74167018754.84593,-266854328887.65698,-125840062694.82376,-95138218440.51927,-3909081441.7599792,-11941673182.119223
2025-07-15 05:17:30.395257,-207051651856.99005,420840093415.22253,-244743085489.6315,-101170529378.40051,58308839290.74312,-55353120428.03307,11000411777.682232
2025-07-16 05:17:30.395257,-759036243566.6207,814780058615.0638,-23130512824.231262,43098420328.68163,-64006023516.32189,82878615638.03557,-19703588325.023045
2025-07-17 05:17:30.395257,-329638439910.2693,102181489826.74583,102345592444.99316,106178211468.72739,35960154000.350006,-4629970413.981144,9884659276.945362
2025-07-18 05:17:30.395257,-871578977330.6283,880974439452.3126,83007239799.00572,114076619866.15784,48290292006.40607,23685322257.445152,23654314585.598885
2025-07-21 05:17:30.395257,355206307035.86456,-621851495390.9706,248154974710.80713,281808237839.7274,70320949814.73634,83852787800.27557,22429632134.337265
2025-07-22 05:17:30.395257,725786549296.0178,-781959418911.2938,3900567563.372106,21992457508.170273,-8484269431.210993,-70333201512.14577,3986660710.143473
2025-07-23 05:17:30.395257,-374649818931.2886,43490518367.78256,436060223147.195,332536509647.1682,80721009642.7677,-22631407126.95954,41823933008.702576
2025-07-24 05:17:30.395257,-255866978418.44305,264829659335.55396,-79397049971.38683,-56611799411.55476,-13688836395.321886,-88192373224.21277,-58034498358.554085
2025-07-25 05:17:30.395257,-1014879007481.9038,57982127868.66225,816050749976.8856,633642171531.0786,155860049913.9527,185536817667.89194,54360043889.46243
2025-07-28 05:17:30.395257,614495859372.5288,-957858981054.421,187700204329.50186,44980892391.77414,85733996705.64586,562123354.8029404,-3696503446.0733833
2025-07-29 05:17:30.395257,284913645800.5173,32834616258.931454,-257147266924.88477,25805683136.150726,59096696694.59061,89337874244.6799,-49470021283.373375
2025-07-30 05:17:30.395257,766532361355.9979,-573307547187.2925,-321267749418.3337,-196776444715.43454,-92128139134.05843,-76402542345.61948,-5839335480.41707
2025-07-31 05:17:30.395257,-384558350904.4808,415296044529.96173,144741724572.95557,-56232475468.03148,-39541804064.36278,30938823845.79518,34710257131.90694
