,시가,고가,저가,종가,거래량
2025-01-14 05:17:30.395257,2359.8267489381233,2388.673099491203,2308.9635300395707,2351.042155098721,523224
2025-01-15 05:17:30.395257,2363.4375310718474,2375.0014517893715,2338.844086390397,2356.246616707515,629793
2025-01-16 05:17:30.395257,2354.453696381137,2355.148640448038,2336.099852493618,2354.6997812748155,626818
2025-01-17 05:17:30.395257,2350.1649282925864,2360.4360132079746,2328.60843286415,2348.7870431040014,444832
2025-01-20 05:17:30.395257,2330.024570385421,2330.024570385421,2307.645351018822,2315.23410368636,452999
2025-01-21 05:17:30.395257,2292.9233826717505,2318.680975689333,2287.291622898338,2299.7256421320376,648619
2025-01-22 05:17:30.395257,2296.5471136521305,2313.395814208665,2278.8780842540277,2290.2820770197395,361367
2025-01-23 05:17:30.395257,2313.297273688835,2358.2047941572714,2301.3716231860885,2315.6382989375334,529027
2025-01-24 05:17:30.395257,2322.222799569757,2351.8007326374036,2301.908713047387,2324.7530748024033,705804
2025-01-27 05:17:30.395257,2297.4822572515877,2305.2752664355503,2259.404009591991,2284.9291211180084,683894
2025-01-28 05:17:30.395257,2302.9420403886297,2325.922553190302,2252.7617243537393,2293.4766746721443,532750
2025-01-29 05:17:30.395257,2295.089208357954,2295.089208357954,2274.3438709265865,2285.7916407298367,535806
2025-01-30 05:17:30.395257,2286.2882343661513,2296.852072153235,2237.5676427443045,2271.461510052947,680298
2025-01-31 05:17:30.395257,2286.7313577738005,2318.1690271333077,2266.0727380329945,2286.491232275114,483305
2025-02-03 05:17:30.395257,2319.0888680455587,2319.0888680455587,2288.667714316813,2311.2081915779195,344738
2025-02-04 05:17:30.395257,2330.266979365693,2370.5734612518004,2302.673977606515,2333.8876180732586,333397
2025-02-05 05:17:30.395257,2319.22115237075,2342.5417379820024,2305.3116218512178,2315.468168019101,644333
2025-02-06 05:17:30.395257,2307.9633830503944,2327.7653828712573,2281.9557141952046,2309.4661879687,638511
2025-02-07 05:17:30.395257,2319.3956528317776,2348.7888517011097,2293.159217706775,2318.2713380040545,502332
2025-02-10 05:17:30.395257,2349.015683162428,2392.0570578510597,2312.859075979489,2342.0462567444297,682729
2025-02-11 05:17:30.395257,2322.4543656892315,2357.435301351035,2305.303150730272,2331.994797572063,638763
2025-02-12 05:17:30.395257,2353.195321534485,2355.009868942339,2276.953026607103,2328.831237293823,411453
2025-02-13 05:17:30.395257,2292.640496372164,2321.9809201581547,2288.5361698037605,2304.230978448711,319816
2025-02-14 05:17:30.395257,2263.9912164468055,2290.9189662805848,2261.089109740484,2277.819730339613,735456
2025-02-17 05:17:30.395257,2310.770118456481,2329.9795225065823,2281.650071028324,2297.466513701382,699492
2025-02-18 05:17:30.395257,2338.99638487874,2343.099740593447,2312.947345266207,2329.7744074600614,545011
2025-02-19 05:17:30.395257,2336.5303129651325,2353.3877199419094,2313.3922119352937,2329.261621280432,797415
2025-02-20 05:17:30.395257,2361.196160677567,2371.717617067601,2316.269604707807,2353.8011587385945,641674
2025-02-21 05:17:30.395257,2363.3455266247242,2392.785475534529,2323.06861002616,2363.4902522659513,716715
2025-02-24 05:17:30.395257,2338.884497166227,2376.8384713081114,2332.6350353988564,2349.42465487655,781792
2025-02-25 05:17:30.395257,2359.9842335694784,2394.9192364827527,2345.317192711944,2359.0900846614436,671000
2025-02-26 05:17:30.395257,2388.439027177258,2414.4074234070144,2366.9389023317644,2396.5532978417405,513567
2025-02-27 05:17:30.395257,2408.579272608629,2417.6276075172664,2379.5421522284164,2396.8929843688857,371635
2025-02-28 05:17:30.395257,2433.8034043026764,2448.0308510622767,2403.5304967019533,2435.594264877649,669947
2025-03-03 05:17:30.395257,2363.211152731786,2391.464205311197,2346.867956069246,2373.005700500465,516184
2025-03-04 05:17:30.395257,2389.8494966194003,2422.14866999706,2387.900189765712,2393.6959966320956,598090
2025-03-05 05:17:30.395257,2401.925421750845,2430.0186712606337,2354.46005404575,2396.976486818014,617348
2025-03-06 05:17:30.395257,2384.268490052445,2403.8933949730385,2345.627972812259,2391.007839176899,482958
2025-03-07 05:17:30.395257,2384.553738773562,2428.7522345165203,2377.7896750366017,2394.3973504567407,764868
2025-03-10 05:17:30.395257,2350.865144745606,2387.399511500499,2329.0758337408474,2348.0042517022634,577707
2025-03-11 05:17:30.395257,2346.8913816988766,2372.3060511773247,2317.2297736122327,2344.0203485618954,392324
2025-03-12 05:17:30.395257,2347.5975361959945,2399.184568903783,2326.0916926978502,2353.563150079684,523536
2025-03-13 05:17:30.395257,2383.8953167246473,2404.1733964679424,2357.7598365122262,2389.523101288982,532944
2025-03-14 05:17:30.395257,2381.0931371498204,2387.315992028423,2330.645653730947,2378.333676246877,571991
2025-03-17 05:17:30.395257,2343.20464233098,2362.9055939865284,2338.779463327529,2360.29416745709,326155
2025-03-18 05:17:30.395257,2333.096267107989,2390.7034492725275,2333.096267107989,2349.631372306288,641815
2025-03-19 05:17:30.395257,2363.7928841691837,2403.7997175019855,2363.7928841691837,2372.314763332725,416891
2025-03-20 05:17:30.395257,2378.758523384371,2404.451112276455,2366.1897507766403,2381.299931823468,645454
2025-03-21 05:17:30.395257,2373.559463378929,2396.8916102472504,2346.5691823849156,2369.875402418247,760494
2025-03-24 05:17:30.395257,2400.8046615129924,2400.8046615129924,2338.007729284044,2383.224138765433,449381
2025-03-25 05:17:30.395257,2396.9643332981314,2439.783359563,2369.0390234954493,2386.7293264242003,431691
2025-03-26 05:17:30.395257,2409.1135328793675,2436.709829639817,2384.2333985609084,2411.0416251453994,776410
2025-03-27 05:17:30.395257,2395.092604084777,2420.5837350608012,2371.563840583772,2395.3203536339684,743324
2025-03-28 05:17:30.395257,2376.6958993633007,2421.2242331118437,2350.5893675965976,2388.669455722175,334707
2025-03-31 05:17:30.395257,2380.2772703816727,2410.0278056537804,2326.6158633717723,2380.4976227627717,713553
2025-04-01 05:17:30.395257,2343.461741931299,2372.9445322728448,2329.609787761361,2346.84893302509,643681
2025-04-02 05:17:30.395257,2358.771818684636,2369.213846119246,2337.185215078345,2354.9718530543637,497576
2025-04-03 05:17:30.395257,2352.526290795739,2391.4888300377347,2326.3410548412594,2362.297117161642,478686
2025-04-04 05:17:30.395257,2369.73669542542,2409.476808027635,2331.9044797293823,2363.5990607590747,522500
2025-04-07 05:17:30.395257,2377.316626353039,2398.6993407415926,2313.8597058898768,2359.2361610083376,653299
2025-04-08 05:17:30.395257,2325.7584034381543,2368.830995451968,2296.9595282801174,2327.0238407300567,562425
2025-04-09 05:17:30.395257,2323.055475648772,2335.6568149166433,2299.379759172502,2318.398835704756,458492
2025-04-10 05:17:30.395257,2319.5892733097676,2323.2907566299973,2281.669594719828,2311.6125457616604,774112
2025-04-11 05:17:30.395257,2289.620364235168,2315.722122021216,2258.562516706484,2294.22281002742,470102
2025-04-14 05:17:30.395257,2294.237397562864,2315.224879980715,2259.3516005293254,2291.669667846077,694274
2025-04-15 05:17:30.395257,2302.219956864297,2337.6903185182446,2273.215349111886,2302.075013608291,517285
2025-04-16 05:17:30.395257,2347.7935223025424,2350.2558509431565,2310.6654435185374,2346.6474654570657,638404
2025-04-17 05:17:30.395257,2342.8272387602447,2393.4235710921034,2314.6479059627995,2351.917515009863,459476
2025-04-18 05:17:30.395257,2359.4399625085093,2380.878532643476,2319.255730282951,2359.150846516753,534554
2025-04-21 05:17:30.395257,2364.4469599218105,2377.1257185510312,2327.3382373878326,2358.5741304880166,798500
2025-04-22 05:17:30.395257,2331.2911193107916,2331.2911193107916,2293.2867704116593,2314.497776045967,460928
2025-04-23 05:17:30.395257,2326.1451200745173,2326.1451200745173,2290.1927069953776,2315.041361876374,440272
2025-04-24 05:17:30.395257,2342.544242335739,2350.308042088827,2280.436319356723,2317.593236829792,626322
2025-04-25 05:17:30.395257,2366.7244910150916,2400.4693244978284,2361.786108477503,2375.8399660539094,596141
2025-04-28 05:17:30.395257,2382.8054164023342,2382.8054164023342,2344.3598112357868,2372.4576973565795,718827
2025-04-29 05:17:30.395257,2382.9805107510765,2389.1893846206863,2361.672330553154,2380.7980093396254,419273
2025-04-30 05:17:30.395257,2407.2333687863697,2407.2333687863697,2357.0081409108407,2381.1619912221463,472307
2025-05-01 05:17:30.395257,2345.0086645872393,2397.7184595220233,2315.92847956118,2354.5244549862,548500
2025-05-02 05:17:30.395257,2372.6061125748793,2403.343333020528,2356.5070897372043,2382.609759858611,466129
2025-05-05 05:17:30.395257,2394.51883794713,2407.6832438844735,2377.141890452584,2401.716694562936,432311
2025-05-06 05:17:30.395257,2396.1964151264897,2443.1592130639024,2396.1964151264897,2421.9158992416765,534746
2025-05-07 05:17:30.395257,2394.790299989778,2421.83909452086,2368.132079647997,2401.1022578379143,545546
2025-05-08 05:17:30.395257,2426.7391546858294,2444.473363050798,2403.7635314954937,2435.985334839542,496733
2025-05-09 05:17:30.395257,2404.8614634836526,2426.4326180124594,2353.0318024375974,2403.0544412010495,426945
2025-05-12 05:17:30.395257,2422.490906160728,2439.7496361378394,2397.8964697364236,2418.358463877721,345272
2025-05-13 05:17:30.395257,2495.7352560483205,2505.8731121605006,2445.1060144764497,2472.5407121339217,651537
2025-05-14 05:17:30.395257,2460.9248655371875,2496.4215316699465,2421.738653609067,2449.285568582657,623356
2025-05-15 05:17:30.395257,2429.611430290213,2474.7315292870308,2393.055134667958,2436.6399628005765,446470
2025-05-16 05:17:30.395257,2429.324482122187,2461.4084649341457,2417.046305461061,2440.286427767179,420030
2025-05-19 05:17:30.395257,2435.195223169857,2440.072550029018,2401.539095892611,2429.220322926553,618647
2025-05-20 05:17:30.395257,2376.9708568789215,2447.4807988516,2361.5654726599546,2392.7659018803674,699854
2025-05-21 05:17:30.395257,2417.540075384143,2420.268183919355,2369.4116012270665,2395.602836313781,306570
2025-05-22 05:17:30.395257,2385.336398634275,2395.2307367093545,2352.931795594514,2371.352059835649,630929
2025-05-23 05:17:30.395257,2378.176249539128,2407.318419434914,2357.617269084998,2383.76827972466,309110
2025-05-26 05:17:30.395257,2342.802165937926,2389.0140670740784,2326.727597266924,2363.0432206127552,799115
2025-05-27 05:17:30.395257,2417.1025870035664,2423.1259269896145,2389.164406625211,2400.850362104773,379141
2025-05-28 05:17:30.395257,2381.881164613015,2400.242619705083,2357.829090050842,2383.2460477805735,312115
2025-05-29 05:17:30.395257,2391.4721272579764,2394.0310058012105,2361.3146341990314,2376.7621524480696,339062
2025-05-30 05:17:30.395257,2378.1744081026727,2420.8661671140835,2358.988701638029,2397.285902850385,585055
2025-06-02 05:17:30.395257,2361.8776802154343,2386.2301766630553,2361.8776802154343,2368.977209060723,404061
2025-06-03 05:17:30.395257,2375.612455034598,2390.8386687854413,2358.433404410209,2375.5501716757694,594700
2025-06-04 05:17:30.395257,2408.3553756723322,2433.1489845639703,2379.170646432028,2407.789778705011,771347
2025-06-05 05:17:30.395257,2364.954930719312,2390.9698968583134,2328.0322472064217,2370.2888565782014,690479
2025-06-06 05:17:30.395257,2383.2493479506957,2417.475171741159,2352.872917119088,2375.850356780752,301969
2025-06-09 05:17:30.395257,2370.490875379027,2390.969705853763,2365.996374009128,2383.2127082535053,605897
2025-06-10 05:17:30.395257,2401.3261009216567,2440.181840564244,2356.403999998645,2403.0368166438616,776027
2025-06-11 05:17:30.395257,2375.9421723466107,2413.053326994409,2367.9604605864847,2374.5139540660452,697686
2025-06-12 05:17:30.395257,2350.3768996402623,2350.3768996402623,2342.0164339822873,2344.346784508004,421863
2025-06-13 05:17:30.395257,2366.1441461735308,2377.2927619170027,2328.9902959082037,2357.7550782108087,572369
2025-06-16 05:17:30.395257,2352.631970189656,2385.2014614147706,2348.2159068303863,2365.936126964577,423008
2025-06-17 05:17:30.395257,2354.8429814877272,2380.075604687127,2354.8429814877272,2373.045595869856,454268
2025-06-18 05:17:30.395257,2397.6735206792487,2397.6735206792487,2350.190826259246,2382.453492645229,405823
2025-06-19 05:17:30.395257,2371.3771198109275,2377.971753591225,2340.883090184294,2367.4434466614534,575813
2025-06-20 05:17:30.395257,2365.2406379172658,2418.6674507198295,2357.0803545950707,2374.125643317851,730596
2025-06-23 05:17:30.395257,2400.7469337341136,2417.23851673529,2373.6980664680705,2382.2706148815996,686542
2025-06-24 05:17:30.395257,2367.812653972273,2405.1537253447596,2332.45641970602,2366.4439662704085,410677
2025-06-25 05:17:30.395257,2426.0007216206345,2444.60006372101,2379.8211896322528,2411.77969659674,546958
2025-06-26 05:17:30.395257,2425.2318561802826,2434.97108537811,2401.371475162967,2424.41339262738,348320
2025-06-27 05:17:30.395257,2421.438898532332,2421.438898532332,2350.6464671321464,2396.743477790674,740630
2025-06-30 05:17:30.395257,2434.861891044773,2443.72049533821,2402.455176753429,2413.6777553227002,796758
2025-07-01 05:17:30.395257,2388.38210635532,2400.6597775532223,2385.685721467843,2391.3589195408767,446649
2025-07-02 05:17:30.395257,2423.090734240415,2444.0869217572786,2395.6051054115087,2411.3766168765756,425354
2025-07-03 05:17:30.395257,2448.395673940537,2461.9930169480763,2416.6714719969395,2440.5204080613644,388009
2025-07-04 05:17:30.395257,2438.2839044139473,2441.390326521988,2394.548141295806,2421.71174880067,557437
2025-07-07 05:17:30.395257,2434.4505640076377,2479.411264613876,2424.7408915133437,2446.2527975821213,748625
2025-07-08 05:17:30.395257,2466.0036986977593,2487.608373747769,2428.6718428428308,2457.573588953982,328625
2025-07-09 05:17:30.395257,2492.124307678416,2499.3209753706187,2469.7279211687405,2479.005109125796,512112
2025-07-10 05:17:30.395257,2505.042192278376,2567.1885438680956,2483.7496570925773,2527.26620662989,586233
2025-07-11 05:17:30.395257,2507.4053970600403,2533.9175283487607,2498.141007695799,2522.3282288023784,336487
2025-07-14 05:17:30.395257,2479.0406157574694,2537.3367627082157,2465.540144863098,2504.577692872498,759054
2025-07-15 05:17:30.395257,2480.2059731330364,2515.751903060053,2454.460007650215,2483.5514017396517,528071
2025-07-16 05:17:30.395257,2473.3741393200066,2485.3629950738323,2434.2583737019945,2464.532109672726,672592
2025-07-17 05:17:30.395257,2482.372197968152,2492.5205584913792,2432.2063915869003,2463.8641793419456,788011
2025-07-18 05:17:30.395257,2474.4180005379694,2482.763491693967,2443.2295771379154,2473.501632736242,612282
2025-07-21 05:17:30.395257,2501.7900528335813,2517.8634039811795,2448.79166440583,2481.5823349916686,473895
2025-07-22 05:17:30.395257,2486.0759721370964,2526.069488991979,2461.6801836288123,2503.3503595452526,730424
2025-07-23 05:17:30.395257,2483.5932699051386,2523.4298764174296,2477.416886026865,2504.9275176320984,616205
2025-07-24 05:17:30.395257,2541.8837813611904,2581.35185764174,2508.150527737397,2542.5899564677875,723875
2025-07-25 05:17:30.395257,2542.0042373057354,2553.5683695381767,2512.8991488096226,2537.1321133850074,401376
2025-07-28 05:17:30.395257,2606.9887210283705,2615.1268992465543,2562.56589936268,2607.414964905642,725106
2025-07-29 05:17:30.395257,2597.896903785617,2630.851730404275,2597.896903785617,2625.032416444248,641278
2025-07-30 05:17:30.395257,2602.6839954158777,2637.7724893195564,2554.3589841225216,2603.8442689365415,609199
2025-07-31 05:17:30.395257,2560.4520209509183,2586.5344279100796,2552.0066877168874,2577.2618181337743,543341
2025-08-01 05:17:30.395257,2599.6605841169267,2639.6281038973066,2583.610760448646,2590.9850263839317,581652
2025-08-04 05:17:30.395257,2591.2316462352237,2591.2316462352237,2558.9690209287323,2586.49063158979,735503
2025-08-05 05:17:30.395257,2594.003617595929,2654.4209063253784,2589.0638777573395,2606.2514327947815,772132
2025-08-06 05:17:30.395257,2613.15695120606,2648.851415080104,2582.677476593227,2619.8883208821508,458056
2025-08-07 05:17:30.395257,2605.4182907248387,2644.2165326096992,2601.6443846375632,2619.290228865669,410169
2025-08-08 05:17:30.395257,2597.605555799235,2617.324444787799,2578.232549510182,2598.419888864088,570269
2025-08-11 05:17:30.395257,2572.5845339023936,2591.0702320448527,2558.9429314186877,2560.357007236377,336059
2025-08-12 05:17:30.395257,2537.635792358391,2575.2269759696305,2530.4701295397963,2550.204808876389,762785
2025-08-13 05:17:30.395257,2579.8051989963296,2613.2487759442565,2567.8659491235444,2573.319834516824,403409
2025-08-14 05:17:30.395257,2573.2751808903417,2607.390572140362,2573.2751808903417,2580.1158112162448,710303
2025-08-15 05:17:30.395257,2539.158153635867,2576.6728042082646,2514.079232335412,2549.264365925853,799653
2025-08-18 05:17:30.395257,2553.586549595517,2575.858314032297,2519.3658837075104,2554.9538377401204,305704
2025-08-19 05:17:30.395257,2552.7934434726626,2591.0061218077567,2534.956453698729,2566.075995839852,753792
2025-08-20 05:17:30.395257,2537.6342826883115,2574.041648974705,2531.5350119222244,2544.678580329969,504456
2025-08-21 05:17:30.395257,2534.590608499915,2553.5578835306464,2524.9723892130755,2549.8627294637195,518200
2025-08-22 05:17:30.395257,2577.6979052860993,2577.6979052860993,2527.1416638138994,2552.621903245404,411279
2025-08-25 05:17:30.395257,2525.1676574431876,2559.3524069903556,2514.0980259801163,2524.722504027013,765676
2025-08-26 05:17:30.395257,2526.148919481719,2562.533918124092,2490.612114444062,2535.018003282304,458280
2025-08-27 05:17:30.395257,2553.2302814045447,2573.6602671192504,2513.807916782018,2550.5015009870012,418516
2025-08-28 05:17:30.395257,2577.9512950999197,2605.431732284468,2556.4557649904064,2579.3999899511387,778366
2025-08-29 05:17:30.395257,2604.990158409689,2638.4824166172143,2581.4421713097477,2607.8714599704076,497096
2025-09-01 05:17:30.395257,2581.1495642198593,2592.035348561877,2544.833971196795,2573.247549440685,733098
2025-09-02 05:17:30.395257,2560.0613577869267,2565.9806813545756,2549.8694099789354,2550.4016133577484,719139
2025-09-03 05:17:30.395257,2558.0091026338346,2592.971936326125,2542.3339770419107,2564.812281928678,676188
2025-09-04 05:17:30.395257,2571.8463729561095,2592.4476073893816,2562.274725421884,2579.2723332414625,532549
2025-09-05 05:17:30.395257,2590.279242540268,2625.0796412122245,2580.8982299091454,2593.8464518839755,329165
2025-09-08 05:17:30.395257,2664.0580366303234,2699.0851150863023,2664.0580366303234,2695.077314180882,367203
2025-09-09 05:17:30.395257,2691.266236097199,2752.8832782426343,2660.317756911645,2711.810793480475,784965
2025-09-10 05:17:30.395257,2762.7143395018825,2777.8846468954234,2707.729240187816,2743.9610904746883,566258
2025-09-11 05:17:30.395257,2794.3057347308177,2802.773558790077,2751.710545991762,2771.5105082126215,758181
2025-09-12 05:17:30.395257,2787.4744052209558,2832.572342092271,2755.049895503025,2790.9496404462457,336321
2025-09-15 05:17:30.395257,2791.5704738735967,2834.561195061993,2736.2347964165738,2783.5461094167417,635441
2025-09-16 05:17:30.395257,2810.4310801673896,2848.3567194110965,2765.030592168927,2806.064140680161,658796
2025-09-17 05:17:30.395257,2828.666642925039,2828.666642925039,2757.0928037020544,2785.781201535228,661448
2025-09-18 05:17:30.395257,2796.14216427647,2796.14216427647,2761.7653625864195,2780.5768439076946,545014
2025-09-19 05:17:30.395257,2766.700545053433,2787.506976900221,2731.1214578858508,2768.4712259099438,456498
2025-09-22 05:17:30.395257,2758.87774953677,2800.2049826359785,2738.9469545671036,2772.1221235132703,317772
2025-09-23 05:17:30.395257,2814.8804972553953,2873.3948162789766,2796.5952836142437,2837.673346785579,665898
2025-09-24 05:17:30.395257,2788.9396523429446,2803.856356333098,2749.3959662020998,2786.105296774991,565856
2025-09-25 05:17:30.395257,2796.004341794485,2837.305378823696,2763.8236289395786,2806.618280937061,694583
2025-09-26 05:17:30.395257,2743.1120917744165,2779.9516954707974,2742.5248524861095,2762.7588116171473,799709
2025-09-29 05:17:30.395257,2742.207912520161,2770.201131533041,2705.4694070301784,2751.101851816029,538389
2025-09-30 05:17:30.395257,2767.388854748068,2790.6901790456873,2751.8621465359856,2782.4355427804676,415142
2025-10-01 05:17:30.395257,2809.1139484995424,2809.1139484995424,2728.8547652416855,2785.615310650076,391736
2025-10-02 05:17:30.395257,2769.139638395804,2769.139638395804,2738.916838659002,2756.9862947616707,351924
2025-10-03 05:17:30.395257,2738.5347915487905,2752.66755534259,2687.4865891072063,2738.6439626788324,303726
2025-10-06 05:17:30.395257,2779.0381022332126,2800.7443111111456,2728.308988686019,2758.6250473818727,651296
2025-10-07 05:17:30.395257,2740.9161732843872,2754.248763342441,2721.381678785167,2739.8562830652954,327723
2025-10-08 05:17:30.395257,2735.3264514397088,2810.7862664383006,2726.331848274626,2747.156865473724,689113
2025-10-09 05:17:30.395257,2770.7236725393004,2784.06278191615,2726.688977004641,2749.7823738351008,534182
2025-10-10 05:17:30.395257,2740.6045250749803,2763.098077382771,2700.110540816248,2733.2396735157054,662638
2025-10-13 05:17:30.395257,2778.7192158596004,2809.149629981968,2757.971434937472,2793.205423779898,440180
2025-10-14 05:17:30.395257,2809.632231416309,2850.279211662891,2792.2527076595493,2812.308687005547,508786
2025-10-15 05:17:30.395257,2744.6922266598253,2776.394715046672,2729.5296636768912,2756.761580460229,335643
2025-10-16 05:17:30.395257,2744.174747532428,2792.5985992277747,2706.0487966948845,2763.280062165133,462396
2025-10-17 05:17:30.395257,2759.0928416303627,2808.993192533727,2695.188537693018,2746.3746887611637,666040
2025-10-20 05:17:30.395257,2797.6153739354727,2797.6153739354727,2737.4016894769657,2771.1588894509505,514432
2025-10-21 05:17:30.395257,2731.348082813485,2793.8941398670213,2722.5539768994945,2750.582460001856,439999
2025-10-22 05:17:30.395257,2756.5392851401275,2766.625385881816,2719.664100836481,2748.801830797638,655824
2025-10-23 05:17:30.395257,2755.0652644668176,2791.2143536274334,2727.937763718121,2764.0573312829474,658690
2025-10-24 05:17:30.395257,2782.575466837654,2841.9601080743787,2775.7403676262584,2789.3693298640114,715659
2025-10-27 05:17:30.395257,2749.1163252679526,2776.21251879343,2733.2587816973805,2757.28331468307,379973
2025-10-28 05:17:30.395257,2737.561360810789,2801.8492797015265,2737.561360810789,2749.43880957716,625593
2025-10-29 05:17:30.395257,2738.4193999682957,2774.8210079572527,2704.9127703939803,2737.7551982726227,409834
2025-10-30 05:17:30.395257,2709.931457671496,2740.7968675796274,2685.2192762643976,2721.2375208451376,536386
2025-10-31 05:17:30.395257,2774.387035767904,2807.107618208143,2749.6276189051064,2770.6403428054405,769959
2025-11-03 05:17:30.395257,2782.5471244931446,2824.6130047606084,2733.509823365731,2783.2462496417115,753449
2025-11-04 05:17:30.395257,2746.25937611336,2785.5882814651422,2738.900409093489,2749.544367395168,587681
2025-11-05 05:17:30.395257,2763.5584687849896,2782.1217775032783,2763.5584687849896,2776.156161044574,794509
2025-11-06 05:17:30.395257,2828.2786691049864,2854.5107227148515,2804.9107815786447,2836.4586091354518,639720
2025-11-07 05:17:30.395257,2877.9914343869145,2892.285530603937,2823.4796615006753,2867.1622882092556,407522
2025-11-10 05:17:30.395257,2832.1086047646627,2852.232012845494,2772.9969789531788,2825.033066671149,322612
2025-11-11 05:17:30.395257,2799.017640673576,2849.6224949088733,2791.0918222485957,2812.7658105259243,525049
2025-11-12 05:17:30.395257,2851.222826799025,2880.8375796262876,2805.9391994076277,2849.8074370852496,568615
2025-11-13 05:17:30.395257,2841.7012531396426,2841.7012531396426,2803.2995724300417,2831.065123742607,466703
2025-11-14 05:17:30.395257,2821.29780365594,2878.9043289554957,2819.050681205013,2845.04547334712,540069
2025-11-17 05:17:30.395257,2876.299848882771,2905.949100494593,2827.1476980850703,2868.5066871558906,523131
2025-11-18 05:17:30.395257,2833.931515390144,2879.743802823215,2805.644441750806,2843.3518779369656,331348
